Cam_typ	Clvt_sz	Site	Type	Cam_num	Cam_pt	Anim_num	Species	Behaviour	Day	Month	Year	Hour	Min	Sec	Age	Sex	Img_num	anim_hr
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	54	26	Adult	Female	RCNX1624	464_FR_20_10_4
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	54	37	Adult	Female	RCNX1627	464_FR_20_10_4
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	54	42	Adult	Female	RCNX1630	464_FR_20_10_4
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	54	45	Adult	Female	RCNX1633	464_FR_20_10_4
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	54	51	Adult	Female	RCNX1636	464_FR_20_10_4
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	55	3	Adult	Female	RCNX1639	464_FR_20_10_4
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	5	2	27	Adult	Female	RCNX1642	464_FR_20_10_5
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	5	8	13	Adult	Female	RCNX1645	464_FR_20_10_5
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	5	8	29	Adult	Female	RCNX1648	464_FR_20_10_5
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	5	8	48	Adult	Female	RCNX1651	464_FR_20_10_5
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	4	54	26	Juvenile	Unknown	RCNX1624	465_FR_20_10_4
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	4	54	37	Juvenile	Unknown	RCNX1627	465_FR_20_10_4
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	4	54	42	Juvenile	Unknown	RCNX1630	465_FR_20_10_4
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	4	54	45	Juvenile	Unknown	RCNX1633	465_FR_20_10_4
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	4	54	51	Juvenile	Unknown	RCNX1636	465_FR_20_10_4
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	4	55	3	Juvenile	Unknown	RNCX1639	465_FR_20_10_4
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	5	2	27	Juvenile	Unknown	RNCX1642	465_FR_20_10_5
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	5	8	13	Juvenile	Unknown	RNCX1645	465_FR_20_10_5
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	5	8	29	Juvenile	Unknown	RNCX1648	465_FR_20_10_5
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	5	8	48	Juvenile	Unknown	RNCX1651	465_FR_20_10_5
reconyx	small	8	C	RH5	C2	466	Kangaroo	FR	20	10	2020	4	54	26	Juvenile	Unknown	RCNX1624	466_FR_20_10_4
reconyx	small	8	C	RH5	C2	466	Kangaroo	FR	20	10	2020	4	54	37	Juvenile	Unknown	RCNX1627	466_FR_20_10_4
reconyx	small	8	C	RH5	C2	466	Kangaroo	FR	20	10	2020	4	54	42	Juvenile	Unknown	RCNX1630	466_FR_20_10_4
reconyx	small	8	C	RH5	C2	466	Kangaroo	FR	20	10	2020	4	54	45	Juvenile	Unknown	RCNX1633	466_FR_20_10_4
reconyx	small	8	C	RH5	C2	467	Macropod	FR	20	10	2020	4	54	42	Unknown	Unknown	RCNX1630	467_FR_20_10_4
reconyx	small	8	C	RH5	C2	467	Macropod	FR	20	10	2020	4	54	45	Unknown	Unknown	RCNX1633	467_FR_20_10_4
reconyx	small	8	C	RH5	C2	467	Macropod	FR	20	10	2020	4	54	51	Unknown	Unknown	RCNX1636	467_FR_20_10_4
reconyx	small	8	C	RH5	C2	468	Kangaroo	FR	20	10	2020	4	54	51	Adult	Unknown	RCNX1636	468_FR_20_10_4
reconyx	small	8	C	RH5	C2	468	Kangaroo	FR	20	10	2020	4	55	3	Adult	Unknown	RCNX1639	468_FR_20_10_4
reconyx	small	8	C	RH5	C2	468	Kangaroo	FR	20	10	2020	5	2	27	Adult	Unknown	RCNX1642	468_FR_20_10_5
reconyx	small	8	C	RH5	C2	468	Kangaroo	FR	20	10	2020	5	8	13	Adult	Unknown	RCNX1645	468_FR_20_10_5
reconyx	small	8	C	RH5	C2	468	Kangaroo	FR	20	10	2020	5	8	29	Adult	Unknown	RCNX1648	468_FR_20_10_5
reconyx	small	8	C	RH5	C2	468	Kangaroo	FR	20	10	2020	5	8	48	Adult	Unknown	RCNX1651	468_FR_20_10_5
reconyx	small	8	C	RH5	C2	469	Whiptail	FR	20	10	2020	5	17	44	Juvenile	Unknown	RCNX1666	469_FR_20_10_5
reconyx	small	8	C	RH5	C2	470	Kangaroo	FR	20	10	2020	5	34	34	Adult	Unknown	RCNX1672	470_FR_20_10_5
reconyx	small	8	C	RH5	C2	471	Kangaroo	SS	20	10	2020	15	8	55	Adult	Unknown	RCNX1732	471_SS_20_10_15
reconyx	small	8	R	RH7	R2	472	Kangaroo	RX	20	10	2020	15	27	0	Joey	Unknown	RCNX3640	472_RX_20_10_15
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	26	22	Joey	Unknown	RCNX1741	472_SS_20_10_15
reconyx	small	8	C	RH4	C1	472	Kangaroo	SS	20	10	2020	15	26	27	Joey	Unknown	RCNX1762	472_SS_20_10_15
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	26	49	Joey	Unknown	RCNX1744	472_SS_20_10_15
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	26	54	Joey	Unknown	RCNX1747	472_SS_20_10_15
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	26	56	Joey	Unknown	RCNX1750	472_SS_20_10_15
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	26	58	Joey	Unknown	RCNX1753	472_SS_20_10_15
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	27	1	Joey	Unknown	RCNX1756	472_SS_20_10_15
reconyx	small	8	C	RH4	C1	472	Kangaroo	SS	20	10	2020	15	27	10	Joey	Unknown	RCNX1765	472_SS_20_10_15
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	27	13	Joey	Unknown	RCNX1759	472_SS_20_10_15
reconyx	small	8	C	RH5	C2	473	Kangaroo	FR	20	10	2020	15	32	27	Adult	FWPJ	RCNX1768	473_FR_20_10_15
reconyx	small	8	C	RH5	C2	473	Kangaroo	FR	20	10	2020	15	34	17	Adult	FWPJ	RCNX1774	473_FR_20_10_15
reconyx	small	8	C	RH5	C2	473	Kangaroo	SS	20	10	2020	15	32	2	Adult	FWPJ	RCNX1762	473_SS_20_10_15
reconyx	small	8	C	RH5	C2	473	Kangaroo	SS	20	10	2020	15	32	6	Adult	FWPJ	RCNX1765	473_SS_20_10_15
reconyx	small	8	C	RH5	C2	473	Kangaroo	SS	20	10	2020	15	34	14	Adult	FWPJ	RCNX1771	473_SS_20_10_15
reconyx	small	8	C	RH5	C2	474	Kangaroo	FR	20	10	2020	15	32	2	Joey	Unknown	RCNX1762	474_FR_20_10_15
reconyx	small	8	C	RH5	C2	474	Kangaroo	FR	20	10	2020	15	32	6	Joey	Unknown	RCNX1765	474_FR_20_10_15
reconyx	small	8	C	RH5	C2	474	Kangaroo	SS	20	10	2020	15	32	27	Joey	Unknown	RCNX1768	474_SS_20_10_15
reconyx	small	8	C	RH5	C2	474	Kangaroo	SS	20	10	2020	15	34	14	Joey	Unknown	RCNX1771	474_SS_20_10_15
reconyx	small	8	C	RH5	C2	474	Kangaroo	SS	20	10	2020	15	34	17	Joey	Unknown	RCNX1774	474_SS_20_10_15
reconyx	small	8	C	RH5	C2	475	Kangaroo	FR	20	10	2020	15	34	14	Adult	Male	RCNX1771	475_FR_20_10_15
reconyx	small	8	C	RH5	C2	475	Kangaroo	SS	20	10	2020	15	32	27	Adult	Male	RCNX1768	475_SS_20_10_15
reconyx	small	8	C	RH5	C2	475	Kangaroo	SS	20	10	2020	15	34	17	Adult	Male	RCNX1774	475_SS_20_10_15
reconyx	small	8	C	RH5	C2	476	Kangaroo	SS	20	10	2020	15	44	20	Adult	Unknown	RCNX1777	476_SS_20_10_15
reconyx	small	8	C	RH5	C2	477	Kangaroo	FR	20	10	2020	16	44	22	Adult	Female	RCNX1786	477_FR_20_10_16
reconyx	small	8	C	RH5	C2	477	Kangaroo	FR	20	10	2020	17	6	53	Adult	Female	RCNX1789	477_FR_20_10_17
reconyx	small	8	C	RH5	C2	477	Kangaroo	FR	20	10	2020	17	6	53	Adult	Female	RCNX1789	477_FR_20_10_17
reconyx	small	8	C	RH5	C2	478	Kangaroo	FR	20	10	2020	16	44	22	Juvenile	Unknown	RCNX1786	478_FR_20_10_16
reconyx	small	8	C	RH5	C2	478	Kangaroo	FR	20	10	2020	17	6	53	Juvenile	Unknown	RCNX1789	478_FR_20_10_17
reconyx	small	8	C	RH5	C2	479	Kangaroo	FR	21	10	2020	5	7	56	Adult	Unknown	RCNX1801	479_FR_21_10_5
reconyx	small	8	C	RH5	C2	480	Whiptail	FR	21	10	2020	5	7	56	Adult	Unknown	RCNX1801	480_FR_21_10_5
reconyx	small	8	C	RH5	C2	480	Whiptail	FR	21	10	2020	5	9	19	Adult	Unknown	RCNX1804	480_FR_21_10_5
reconyx	small	8	C	RH5	C2	480	Whiptail	FR	21	10	2020	5	18	20	Adult	Unknown	RCNX1807	480_FR_21_10_5
reconyx	small	8	C	RH5	C2	480	Whiptail	FR	21	10	2020	5	18	25	Adult	Unknown	RCNX1810	480_FR_21_10_5
reconyx	small	8	C	RH5	C2	480	Whiptail	FR	21	10	2020	5	22	6	Adult	Unknown	RCNX1813	480_FR_21_10_5
reconyx	small	8	C	RH5	C2	480	Whiptail	RX	21	10	2020	5	23	57	Adult	Unknown	RCNX1816	480_RX_21_10_5
reconyx	small	8	C	RH5	C2	481	Kangaroo	FR	21	10	2020	5	9	19	Juvenile	Unknown	RCNX1804	481_FR_21_10_5
reconyx	small	8	C	RH5	C2	482	Whiptail	FR	21	10	2020	5	9	19	Adult	Unknown	RCNX1804	482_FR_21_10_5
reconyx	small	8	C	RH5	C2	482	Whiptail	FR	21	10	2020	5	18	20	Adult	Unknown	RCNX1807	482_FR_21_10_5
reconyx	small	8	C	RH5	C2	482	Whiptail	FR	21	10	2020	5	18	25	Adult	Unknown	RCNX1810	482_FR_21_10_5
reconyx	small	8	C	RH5	C2	482	Whiptail	FR	21	10	2020	5	22	6	Adult	Unknown	RCNX1813	482_FR_21_10_5
reconyx	small	8	C	RH5	C2	483	Whiptail	FR	21	10	2020	5	9	19	Adult	Unknown	RCNX1804	483_FR_21_10_5
reconyx	small	8	C	RH5	C2	483	Whiptail	FR	21	10	2020	5	18	20	Adult	Unknown	RCNX1807	483_FR_21_10_5
reconyx	small	8	C	RH5	C2	483	Whiptail	FR	21	10	2020	5	18	25	Adult	Unknown	RCNX1810	483_FR_21_10_5
reconyx	small	8	C	RH5	C2	483	Whiptail	FR	21	10	2020	5	22	6	Adult	Unknown	RCNX1813	483_FR_21_10_5
reconyx	small	8	C	RH5	C2	484	Kangaroo	FR	21	10	2020	5	18	20	Adult	Unknown	RCNX1807	484_FR_21_10_5
reconyx	small	8	C	RH5	C2	485	Whiptail	FR	21	10	2020	5	23	57	Juvenile	Unknown	RCNX1816	485_FR_21_10_5
reconyx	small	8	C	RH5	C2	486	Kangaroo	FR	21	10	2020	5	25	55	Adult	Unknown	RCNX1819	486_FR_21_10_5
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	15	26	Adult	Male	RCNX1825	487_FR_21_10_6
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	15	29	Adult	Male	RCNX1828	487_FR_21_10_6
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	15	45	Adult	Male	RCNX1831	487_FR_21_10_6
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	15	47	Adult	Male	RCNX1834	487_FR_21_10_6
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	15	56	Adult	Male	RCNX1837	487_FR_21_10_6
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	15	58	Adult	Male	RCNX1840	487_FR_21_10_6
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	16	0	Adult	Male	RCNX1843	487_FR_21_10_6
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	16	2	Adult	Male	RCNX1846	487_FR_21_10_6
reconyx	small	8	C	RH5	C2	488	Kangaroo	FR	21	10	2020	6	26	17	Adult	FWPJ	RCNX1858	488_FR_21_10_6
reconyx	small	8	C	RH5	C2	489	Kangaroo	SS	21	10	2020	6	26	17	Joey	Unknown	RCNX1858	489_SS_21_10_6
reconyx	small	8	C	RH5	C2	490	Kangaroo	FR	21	10	2020	6	42	29	Adult	Unknown	RCNX1864	490_FR_21_10_6
reconyx	small	8	C	RH5	C2	491	Kangaroo	FR	21	10	2020	6	42	29	Adult	Unknown	RCNX1864	491_FR_21_10_6
reconyx	small	8	C	RH5	C2	492	Whiptail	FR	21	10	2020	17	14	9	Juvenile	Unknown	RCNX1985	492_FR_21_10_17
reconyx	small	8	C	RH5	C2	493	Whiptail	FR	22	10	2020	18	3	57	Adult	Unknown	RCNX1994	493_FR_22_10_18
reconyx	small	8	R	RH3	R1	493	Whiptail	FR	22	10	2020	18	5	12	Adult	Unknown	RCNX2050	493_FR_22_10_18
reconyx	small	8	C	RH5	C2	494	Whiptail	FR	23	10	2020	6	0	9	Adult	Unknown	RCNX1999	494_FR_23_10_6
reconyx	small	8	C	RH5	C2	494	Whiptail	FR	23	10	2020	6	0	12	Adult	Unknown	RCNX2002	494_FR_23_10_6
reconyx	small	8	C	RH5	C2	494	Whiptail	FR	23	10	2020	6	0	15	Adult	Unknown	RCNX2005	494_FR_23_10_6
reconyx	small	8	C	RH5	C2	494	Whiptail	FR	23	10	2020	6	0	21	Adult	Unknown	RCNX2008	494_FR_23_10_6
reconyx	small	8	C	RH5	C2	494	Whiptail	FR	23	10	2020	6	0	23	Adult	Unknown	RCNX2011	494_FR_23_10_6
reconyx	small	8	C	RH5	C2	494	Whiptail	FR	23	10	2020	6	0	42	Adult	Unknown	RCNX2014	494_FR_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	0	9	Adult	Unknown	RCNX1999	495_FR_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	0	12	Adult	Unknown	RCNX2002	495_FR_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	0	15	Adult	Unknown	RCNX2005	495_FR_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	0	21	Adult	Unknown	RCNX2008	495_FR_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	0	23	Adult	Unknown	RCNX2011	495_FR_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	1	34	Adult	Unknown	RCNX2020	495_FR_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	1	46	Adult	Unknown	RCNX2023	495_FR_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	2	52	Adult	Unknown	RCNX2032	495_FR_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	3	3	Adult	Unknown	RCNX2044	495_FR_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	SS	23	10	2020	6	1	52	Adult	Unknown	RCNX2026	495_SS_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	SS	23	10	2020	6	2	6	Adult	Unknown	RCNX2029	495_SS_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	SS	23	10	2020	6	2	55	Adult	Unknown	RCNX2035	495_SS_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	SS	23	10	2020	6	2	57	Adult	Unknown	RCNX2038	495_SS_23_10_6
reconyx	small	8	C	RH5	C2	495	Kangaroo	SS	23	10	2020	6	3	0	Adult	Unknown	RCNX2041	495_SS_23_10_6
reconyx	small	8	C	RH5	C2	496	Whiptail	RX	23	10	2020	6	0	49	Adult	Unknown	RCNX2017	496_RX_23_10_6
reconyx	small	8	C	RH5	C2	497	Kangaroo	FR	23	10	2020	7	30	3	Adult	Unknown	RCNX2050	497_FR_23_10_7
reconyx	small	8	C	RH5	C2	497	Kangaroo	FR	23	10	2020	7	30	6	Adult	Unknown	RCNX2053	497_FR_23_10_7
reconyx	small	8	C	RH5	C2	497	Kangaroo	FR	23	10	2020	7	30	9	Adult	Unknown	RCNX2056	497_FR_23_10_7
reconyx	small	8	C	RH5	C2	498	Kangaroo	FR	23	10	2020	8	26	39	Adult	Male	RCNX2062	498_FR_23_10_8
reconyx	small	8	C	RH5	C2	498	Kangaroo	FR	23	10	2020	8	27	36	Adult	Male	RCNX2065	498_FR_23_10_8
reconyx	small	8	C	RH5	C2	499	Kangaroo	FR	23	10	2020	8	32	35	Adult	FWPJ	RCNX2068	499_FR_23_10_8
reconyx	small	8	C	RH5	C2	500	Kangaroo	SS	23	10	2020	8	32	35	Joey	Unknown	RCNX2068	500_SS_23_10_8
reconyx	small	8	R	RH3	R1	501	Kangaroo	FR	23	10	2020	9	13	59	Adult	Male	RCNX2128	501_FR_23_10_9
reconyx	small	8	R	RH3	R1	501	Kangaroo	FR	23	10	2020	9	14	2	Adult	Male	RCNX2131	501_FR_23_10_9
reconyx	small	8	C	RH5	C2	501	Kangaroo	FR	23	10	2020	9	14	49	Adult	Male	RCNX2071	501_FR_23_10_9
reconyx	small	8	C	RH5	C2	501	Kangaroo	FR	23	10	2020	9	14	52	Adult	Male	RCNX2074	501_FR_23_10_9
reconyx	small	8	C	RH5	C2	501	Kangaroo	FR	23	10	2020	9	14	55	Adult	Male	RCNX2077	501_FR_23_10_9
reconyx	small	8	R	RH3	R1	501	Kangaroo	RX	23	10	2020	9	13	42	Adult	Male	RCNX2122	501_RX_23_10_9
reconyx	small	8	R	RH3	R1	501	Kangaroo	SS	23	10	2020	9	13	44	Adult	Male	RCNX2125	501_SS_23_10_9
reconyx	small	8	C	RH5	C2	502	Kangaroo	FR	23	10	2020	13	59	59	Juvenile	Unknown	RCNX2113	502_FR_23_10_13
reconyx	small	8	C	RH5	C2	503	Kangaroo	FR	23	10	2020	13	59	59	Juvenile	Unknown	RCNX2113	503_FR_23_10_13
reconyx	small	8	C	RH5	C2	504	Kangaroo	RX	23	10	2020	13	59	59	Juvenile	Unknown	RCNX2113	504_RX_23_10_13
reconyx	small	8	C	RH5	C2	505	Kangaroo	FR	23	10	2020	14	15	16	Adult	Male	RCNX2116	505_FR_23_10_14
reconyx	small	8	C	RH5	C2	505	Kangaroo	FR	23	10	2020	14	15	29	Adult	Male	RCNX2119	505_FR_23_10_14
reconyx	small	8	R	RH3	R1	505	Kangaroo	RX	23	10	2020	14	14	45	Adult	Male	RCNX2170	505_RX_23_10_14
reconyx	small	8	C	RH5	C2	506	Kangaroo	RX	23	10	2020	14	35	57	Adult	Unknown	RCNX2131	506_RX_23_10_14
reconyx	small	8	C	RH5	C2	507	Kangaroo	RX	23	10	2020	14	36	2	Adult	Unknown	RCNX2134	507_RX_23_10_14
reconyx	small	8	C	RH5	C2	508	Kangaroo	FR	23	10	2020	14	44	53	Adult	Unknown	RCNX2140	508_FR_23_10_14
reconyx	small	8	C	RH5	C2	509	Kangaroo	FR	23	10	2020	14	56	37	Adult	Male	RCNX2143	509_FR_23_10_14
reconyx	small	8	C	RH5	C2	509	Kangaroo	FR	23	10	2020	14	56	42	Adult	Male	RCNX2146	509_FR_23_10_14
reconyx	small	8	C	RH5	C2	509	Kangaroo	FR	23	10	2020	14	56	58	Adult	Male	RCNX2152	509_FR_23_10_14
reconyx	small	8	R	RH3	R1	509	Kangaroo	RX	23	10	2020	14	56	16	Adult	Male	RCNX2200	509_RX_23_10_14
reconyx	small	8	C	RH5	C2	509	Kangaroo	SS	23	10	2020	14	56	44	Adult	Male	RCNX2149	509_SS_23_10_14
reconyx	small	8	C	RH5	C2	510	Kangaroo	FR	23	10	2020	14	59	56	Unknown	Unknown	RCNX2158	510_FR_23_10_14
reconyx	small	8	C	RH5	C2	511	Kangaroo	FR	23	10	2020	15	0	5	Adult	Male	RCNX2161	511_FR_23_10_15
reconyx	small	8	C	RH5	C2	511	Kangaroo	FR	23	10	2020	15	0	8	Adult	Male	RCNX2164	511_FR_23_10_15
reconyx	small	8	C	RH5	C2	511	Kangaroo	FR	23	10	2020	15	0	15	Adult	Male	RCNX2167	511_FR_23_10_15
reconyx	small	8	C	RH5	C2	511	Kangaroo	FR	23	10	2020	15	0	18	Adult	Male	RCNX2170	511_FR_23_10_15
reconyx	small	8	C	RH5	C2	512	Kangaroo	FR	23	10	2020	15	0	36	Adult	Unknown	RCNX2173	512_FR_23_10_15
reconyx	small	8	C	RH5	C2	512	Kangaroo	FR	23	10	2020	15	1	15	Adult	Unknown	RCNX2179	512_FR_23_10_15
reconyx	small	8	C	RH5	C2	512	Kangaroo	SS	23	10	2020	15	0	44	Adult	Unknown	RCNX2176	512_SS_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	0	36	Adult	Unknown	RCNX2173	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	1	15	Adult	Unknown	RCNX2179	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	2	11	Adult	Unknown	RCNX2182	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	2	29	Adult	Unknown	RCNX2185	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	2	39	Adult	Unknown	RCNX2188	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	2	41	Adult	Unknown	RCNX2191	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	2	44	Adult	Unknown	RCNX2194	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	2	58	Adult	Unknown	RCNX2197	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	3	4	Adult	Unknown	RCNX2200	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	3	11	Adult	Unknown	RCNX2203	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	3	15	Adult	Unknown	RCNX2206	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	3	31	Adult	Unknown	RCNX2209	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	3	41	Adult	Unknown	RCNX2212	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	3	43	Adult	Unknown	RCNX2215	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	5	12	Adult	Unknown	RCNX2224	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	5	14	Adult	Unknown	RCNX2227	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	FR	23	10	2020	15	5	17	Adult	Unknown	RCNX2230	513_FR_23_10_15
reconyx	small	8	C	RH5	C2	513	Kangaroo	SS	23	10	2020	15	0	44	Adult	Unknown	RCNX2176	513_SS_23_10_15
reconyx	small	8	R	RH3	R1	513	Kangaroo	SS	23	10	2020	15	2	29	Adult	Unknown	RCNX2209	513_SS_23_10_15
reconyx	small	8	C	RH5	C2	514	Kangaroo	FR	23	10	2020	15	2	11	Adult	Male	RCNX2182	514_FR_23_10_15
reconyx	small	8	C	RH5	C2	514	Kangaroo	FR	23	10	2020	15	2	29	Adult	Male	RCNX2185	514_FR_23_10_15
reconyx	small	8	C	RH5	C2	514	Kangaroo	FR	23	10	2020	15	2	38	Adult	Male	RCNX2188	514_FR_23_10_15
reconyx	small	8	C	RH5	C2	514	Kangaroo	FR	23	10	2020	15	2	41	Adult	Male	RCNX2191	514_FR_23_10_15
reconyx	small	8	C	RH5	C2	514	Kangaroo	FR	23	10	2020	15	2	44	Adult	Male	RCNX2194	514_FR_23_10_15
reconyx	small	8	C	RH5	C2	514	Kangaroo	FR	23	10	2020	15	2	58	Adult	Male	RCNX2197	514_FR_23_10_15
reconyx	small	8	C	RH5	C2	514	Kangaroo	FR	23	10	2020	15	3	4	Adult	Male	RCNX2200	514_FR_23_10_15
reconyx	small	8	R	RH3	R1	514	Kangaroo	RX	23	10	2020	15	2	24	Adult	Male	RCNX2209	514_RX_23_10_15
reconyx	small	8	C	RH5	C2	515	Kangaroo	FR	25	10	2020	13	9	18	Adult	FWPJ	RCNX2404	515_FR_25_10_13
reconyx	small	8	C	RH5	C2	516	Kangaroo	FR	25	10	2020	13	9	18	Joey	Unknown	RCNX2404	516_FR_25_10_13
reconyx	small	8	C	RH5	C2	517	Kangaroo	FR	25	10	2020	13	9	18	Adult	Male	RCNX2404	517_FR_25_10_13
reconyx	small	8	C	RH5	C2	518	Kangaroo	FR	25	10	2020	13	9	18	Juvenile	Unknown	RCNX2404	518_FR_25_10_13
reconyx	small	8	C	RH5	C2	519	Kangaroo	FR	25	10	2020	13	9	18	Juvenile	Unknown	RCNX2404	519_FR_25_10_13
reconyx	small	8	C	RH5	C2	520	Kangaroo	FR	25	10	2020	13	9	18	Adult	FWPJ	RCNX2404	520_FR_25_10_13
reconyx	small	8	C	RH5	C2	521	Kangaroo	FR	25	10	2020	13	9	18	Joey	Unknown	RCNX2404	521_FR_25_10_13
reconyx	small	8	C	RH5	C2	522	Kangaroo	FR	25	10	2020	13	9	18	Adult	FWPJ	RCNX2404	522_FR_25_10_13
reconyx	small	8	C	RH5	C2	523	Kangaroo	FR	25	10	2020	13	9	18	Joey	Unknown	RCNX2404	523_FR_25_10_13
reconyx	small	8	C	RH5	C2	524	Kangaroo	FR	25	10	2020	13	9	18	Adult	FWPJ	RCNX2404	524_FR_25_10_13
reconyx	small	8	C	RH5	C2	525	Kangaroo	FR	25	10	2020	13	9	18	Joey	Unknown	RCNX2404	525_FR_25_10_13
reconyx	small	8	C	RH5	C2	526	Kangaroo	FR	25	10	2020	13	9	18	Adult	Unknown	RCNX2404	526_FR_25_10_13
reconyx	small	8	C	RH5	C2	527	Kangaroo	FR	25	10	2020	13	9	18	Adult	Unknown	RCNX2404	527_FR_25_10_13
reconyx	small	8	R	RH7	R2	528	Whiptail	RX	13	10	2020	16	53	20	Joey	Unknown	RCNX0221	528_RX_13_10_16
reconyx	small	8	R	RH3	R1	528	Whiptail	SS	13	10	2020	15	57	40	Joey	Unknown	RCNX0289	528_SS_13_10_15
reconyx	small	8	R	RH3	R1	528	Whiptail	SS	13	10	2020	15	58	1	Joey	Unknown	RCNX0292	528_SS_13_10_15
