Cam_typ	Clvt_sz	Site	Type	Cam_num	Cam_pt	Anim_num	Species	Behaviour	Day	Month	Year	Hour	Min	Sec	Age	Sex	Img_num
reconyx	small	8	C	RH5	C2	453	Kangaroo	FR	19	10	2020	16	33	47	Adult	Female	RCNX1591
reconyx	small	8	C	RH5	C2	454	Kangaroo	FR	19	10	2020	16	33	47	Juvenile	Unknown	RCNX1591
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	4	48	24	Adult	Unknown	RCNX1606
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	4	48	27	Adult	Unknown	RCNX1609
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	4	49	31	Adult	Unknown	RCNX1612
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	4	49	38	Adult	Unknown	RCNX1615
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	4	54	2	Adult	Unknown	RCNX1618
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	4	54	21	Adult	Unknown	RCNX1621
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	4	54	26	Adult	Unknown	RCNX1624
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	4	54	37	Adult	Unknown	RCNX1627
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	4	54	42	Adult	Unknown	RCNX1630
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	4	54	45	Adult	Unknown	RCNX1633
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	4	54	51	Adult	Unknown	RCNX1636
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	4	55	3	Adult	Unknown	RCNX1639
reconyx	small	8	R	RH3	R1	455	Kangaroo	RX	20	10	2020	5	1	43	Adult	Unknown	RCNX1690
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	5	2	27	Adult	Unknown	RCNX1642
reconyx	small	8	R	RH3	R1	455	Kangaroo	FR	20	10	2020	5	2	31	Adult	Unknown	RCNX1693
reconyx	small	8	R	RH3	R1	455	Kangaroo	RX	20	10	2020	5	7	25	Adult	Unknown	RCNX1696
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	5	8	13	Adult	Unknown	RCNX1645
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	5	8	29	Adult	Unknown	RCNX1648
reconyx	small	8	C	RH5	C2	455	Kangaroo	FR	20	10	2020	5	8	48	Adult	Unknown	RCNX1651
reconyx	small	8	C	RH5	C2	456	Whiptail	FR	20	10	2020	4	48	24	Adult	Unknown	RCNX1606
reconyx	small	8	C	RH5	C2	456	Whiptail	FR	20	10	2020	4	48	27	Adult	Unknown	RCNX1609
reconyx	small	8	C	RH5	C2	456	Whiptail	FR	20	10	2020	4	49	31	Adult	Unknown	RCNX1612
reconyx	small	8	C	RH5	C2	456	Whiptail	FR	20	10	2020	4	49	38	Adult	Unknown	RCNX1615
reconyx	small	8	C	RH5	C2	457	Kangaroo	FR	20	10	2020	4	48	24	Adult	Female	RCNX1606
reconyx	small	8	C	RH5	C2	457	Kangaroo	FR	20	10	2020	4	48	27	Adult	Female	RCNX1609
reconyx	small	8	C	RH5	C2	458	Kangaroo	FR	20	10	2020	4	48	24	Juvenile	Unknown	RCNX1606
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	4	48	24	Adult	Unknown	RCNX1606
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	4	48	27	Adult	Unknown	RCNX1609
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	4	49	31	Adult	Unknown	RCNX1612
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	4	49	38	Adult	Unknown	RCNX1615
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	4	54	2	Adult	Unknown	RCNX1618
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	4	54	21	Adult	Unknown	RCNX1621
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	4	54	26	Adult	Unknown	RCNX1624
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	4	54	37	Adult	Unknown	RCNX1627
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	4	54	42	Adult	Unknown	RCNX1630
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	4	54	45	Adult	Unknown	RCNX1633
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	4	54	51	Adult	Unknown	RCNX1636
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	4	55	3	Adult	Unknown	RCNX1639
reconyx	small	8	R	RH3	R1	459	Whiptail	FR	20	10	2020	5	1	43	Adult	Unknown	RCNX1690
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	5	2	27	Adult	Unknown	RCNX1642
reconyx	small	8	R	RH3	R1	459	Whiptail	SS	20	10	2020	5	2	31	Adult	Unknown	RCNX1693
reconyx	small	8	R	RH3	R1	459	Whiptail	FR	20	10	2020	5	7	25	Adult	Unknown	RCNX1696
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	5	8	13	Adult	Unknown	RCNX1645
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	5	8	29	Adult	Unknown	RCNX1648
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	5	8	48	Adult	Unknown	RCNX1651
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	5	14	42	Adult	Unknown	RCNX1654
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	5	16	4	Adult	Unknown	RCNX1657
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	5	16	42	Adult	Unknown	RCNX1660
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	5	17	38	Adult	Unknown	RCNX1663
reconyx	small	8	C	RH5	C2	459	Whiptail	FR	20	10	2020	5	17	44	Adult	Unknown	RCNX1666
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	4	48	24	Adult	Unknown	RCNX1606
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	4	48	27	Adult	Unknown	RCNX1609
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	4	49	31	Adult	Unknown	RCNX1612
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	4	49	38	Adult	Unknown	RCNX1615
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	4	54	2	Adult	Unknown	RCNX1618
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	4	54	21	Adult	Unknown	RCNX1621
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	4	54	26	Adult	Unknown	RCNX1624
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	4	54	37	Adult	Unknown	RCNX1627
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	4	54	42	Adult	Unknown	RCNX1630
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	4	54	45	Adult	Unknown	RCNX1633
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	4	54	51	Adult	Unknown	RCNX1636
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	4	55	3	Adult	Unknown	RCNX1639
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	5	2	27	Adult	Unknown	RCNX1642
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	5	8	13	Adult	Unknown	RCNX1645
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	5	8	29	Adult	Unknown	RCNX1648
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	5	8	48	Adult	Unknown	RCNX1651
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	5	14	42	Adult	Unknown	RCNX1654
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	5	16	4	Adult	Unknown	RCNX1657
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	5	16	42	Adult	Unknown	RCNX1660
reconyx	small	8	C	RH5	C2	460	Whiptail	FR	20	10	2020	5	17	38	Adult	Unknown	RCNX1663
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	4	48	24	Adult	Unknown	RCNX1606
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	4	48	27	Adult	Unknown	RCNX1609
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	4	49	31	Adult	Unknown	RCNX1612
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	4	49	38	Adult	Unknown	RCNX1615
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	4	54	2	Adult	Unknown	RCNX1618
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	4	54	21	Adult	Unknown	RCNX1621
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	4	54	26	Adult	Unknown	RCNX1624
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	4	54	37	Adult	Unknown	RCNX1627
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	4	54	42	Adult	Unknown	RCNX1630
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	4	54	45	Adult	Unknown	RCNX1633
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	4	54	51	Adult	Unknown	RCNX1636
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	4	55	3	Adult	Unknown	RCNX1639
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	5	2	27	Adult	Unknown	RCNX1642
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	5	8	13	Adult	Unknown	RCNX1645
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	5	8	29	Adult	Unknown	RCNX1648
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	5	8	48	Adult	Unknown	RCNX1651
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	5	14	42	Adult	Unknown	RCNX1654
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	5	16	4	Adult	Unknown	RCNX1657
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	5	16	42	Adult	Unknown	RCNX1660
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	5	17	38	Adult	Unknown	RCNX1663
reconyx	small	8	C	RH5	C2	461	Whiptail	FR	20	10	2020	5	17	44	Adult	Unknown	RCNX1666
reconyx	small	8	C	RH5	C2	462	Kangaroo	FR	20	10	2020	4	49	38	Adult	Unknown	RCNX1615
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	4	54	2	Adult	Unknown	RCNX1618
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	4	54	21	Adult	Unknown	RCNX1621
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	4	54	26	Adult	Unknown	RCNX1624
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	4	54	37	Adult	Unknown	RCNX1627
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	4	54	42	Adult	Unknown	RCNX1630
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	4	54	45	Adult	Unknown	RCNX1633
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	4	54	51	Adult	Unknown	RCNX1636
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	4	55	3	Adult	Unknown	RCNX1639
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	5	2	27	Adult	Unknown	RCNX1642
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	5	8	13	Adult	Unknown	RCNX1645
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	5	8	29	Adult	Unknown	RCNX1648
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	5	8	48	Adult	Unknown	RCNX1651
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	5	14	42	Adult	Unknown	RCNX1654
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	5	16	4	Adult	Unknown	RCNX1657
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	5	16	42	Adult	Unknown	RCNX1660
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	5	17	38	Adult	Unknown	RCNX1663
reconyx	small	8	C	RH5	C2	463	Whiptail	FR	20	10	2020	5	17	44	Adult	Unknown	RCNX1666
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	54	2	Adult	Female	RCNX1618
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	54	21	Adult	Female	RCNX1621
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	54	26	Adult	Female	RCNX1624
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	54	37	Adult	Female	RCNX1627
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	54	42	Adult	Female	RCNX1630
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	54	45	Adult	Female	RCNX1633
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	54	51	Adult	Female	RCNX1636
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	4	55	3	Adult	Female	RCNX1639
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	5	2	27	Adult	Female	RCNX1642
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	5	8	13	Adult	Female	RCNX1645
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	5	8	29	Adult	Female	RCNX1648
reconyx	small	8	C	RH5	C2	464	Kangaroo	FR	20	10	2020	5	8	48	Adult	Female	RCNX1651
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	4	54	26	Juvenile	Unknown	RCNX1624
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	4	54	37	Juvenile	Unknown	RCNX1627
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	4	54	42	Juvenile	Unknown	RCNX1630
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	4	54	45	Juvenile	Unknown	RCNX1633
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	4	54	51	Juvenile	Unknown	RCNX1636
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	4	55	3	Juvenile	Unknown	RNCX1639
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	5	2	27	Juvenile	Unknown	RNCX1642
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	5	8	13	Juvenile	Unknown	RNCX1645
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	5	8	29	Juvenile	Unknown	RNCX1648
reconyx	small	8	C	RH5	C2	465	Kangaroo	FR	20	10	2020	5	8	48	Juvenile	Unknown	RNCX1651
reconyx	small	8	C	RH5	C2	466	Kangaroo	FR	20	10	2020	4	54	26	Juvenile	Unknown	RCNX1624
reconyx	small	8	C	RH5	C2	466	Kangaroo	FR	20	10	2020	4	54	37	Juvenile	Unknown	RCNX1627
reconyx	small	8	C	RH5	C2	466	Kangaroo	FR	20	10	2020	4	54	42	Juvenile	Unknown	RCNX1630
reconyx	small	8	C	RH5	C2	466	Kangaroo	FR	20	10	2020	4	54	45	Juvenile	Unknown	RCNX1633
reconyx	small	8	C	RH5	C2	467	Macropod	FR	20	10	2020	4	54	42	Unknown	Unknown	RCNX1630
reconyx	small	8	C	RH5	C2	467	Macropod	FR	20	10	2020	4	54	45	Unknown	Unknown	RCNX1633
reconyx	small	8	C	RH5	C2	467	Macropod	FR	20	10	2020	4	54	51	Unknown	Unknown	RCNX1636
reconyx	small	8	C	RH5	C2	468	Kangaroo	FR	20	10	2020	4	54	51	Adult	Unknown	RCNX1636
reconyx	small	8	C	RH5	C2	468	Kangaroo	FR	20	10	2020	4	55	3	Adult	Unknown	RCNX1639
reconyx	small	8	C	RH5	C2	468	Kangaroo	FR	20	10	2020	5	2	27	Adult	Unknown	RCNX1642
reconyx	small	8	C	RH5	C2	1153	Kangaroo	FR	20	10	2020	5	2	27	Juvenile	Unknown	RCNX1642
reconyx	small	8	C	RH5	C2	468	Kangaroo	FR	20	10	2020	5	8	13	Adult	Unknown	RCNX1645
reconyx	small	8	C	RH5	C2	468	Kangaroo	FR	20	10	2020	5	8	29	Adult	Unknown	RCNX1648
reconyx	small	8	C	RH5	C2	468	Kangaroo	FR	20	10	2020	5	8	48	Adult	Unknown	RCNX1651
reconyx	small	8	C	RH5	C2	469	Whiptail	FR	20	10	2020	5	17	44	Juvenile	Unknown	RCNX1666
reconyx	small	8	C	RH5	C2	470	Kangaroo	FR	20	10	2020	5	34	34	Adult	Unknown	RCNX1672
reconyx	small	8	C	RH5	C2	471	Kangaroo	SS	20	10	2020	15	8	55	Adult	Unknown	RCNX1732
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	26	22	Joey	Unknown	RCNX1741
reconyx	small	8	C	RH4	C1	472	Kangaroo	SS	20	10	2020	15	26	27	Joey	Unknown	RCNX1762
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	26	49	Joey	Unknown	RCNX1744
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	26	54	Joey	Unknown	RCNX1747
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	26	56	Joey	Unknown	RCNX1750
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	26	58	Joey	Unknown	RCNX1753
reconyx	small	8	R	RH7	R2	472	Kangaroo	RX	20	10	2020	15	27	0	Joey	Unknown	RCNX3640
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	27	1	Joey	Unknown	RCNX1756
reconyx	small	8	C	RH4	C1	472	Kangaroo	SS	20	10	2020	15	27	10	Joey	Unknown	RCNX1765
reconyx	small	8	C	RH5	C2	472	Kangaroo	SS	20	10	2020	15	27	13	Joey	Unknown	RCNX1759
reconyx	small	8	C	RH5	C2	473	Kangaroo	SS	20	10	2020	15	32	2	Adult	FWPJ	RCNX1762
reconyx	small	8	C	RH5	C2	473	Kangaroo	SS	20	10	2020	15	32	6	Adult	FWPJ	RCNX1765
reconyx	small	8	C	RH5	C2	473	Kangaroo	FR	20	10	2020	15	32	27	Adult	FWPJ	RCNX1768
reconyx	small	8	C	RH5	C2	473	Kangaroo	SS	20	10	2020	15	34	14	Adult	FWPJ	RCNX1771
reconyx	small	8	C	RH5	C2	473	Kangaroo	FR	20	10	2020	15	34	17	Adult	FWPJ	RCNX1774
reconyx	small	8	C	RH5	C2	474	Kangaroo	FR	20	10	2020	15	32	2	Joey	Unknown	RCNX1762
reconyx	small	8	C	RH5	C2	474	Kangaroo	FR	20	10	2020	15	32	6	Joey	Unknown	RCNX1765
reconyx	small	8	C	RH5	C2	474	Kangaroo	SS	20	10	2020	15	32	27	Joey	Unknown	RCNX1768
reconyx	small	8	C	RH5	C2	474	Kangaroo	SS	20	10	2020	15	34	14	Joey	Unknown	RCNX1771
reconyx	small	8	C	RH5	C2	474	Kangaroo	SS	20	10	2020	15	34	17	Joey	Unknown	RCNX1774
reconyx	small	8	C	RH5	C2	475	Kangaroo	SS	20	10	2020	15	32	27	Adult	Male	RCNX1768
reconyx	small	8	C	RH5	C2	475	Kangaroo	FR	20	10	2020	15	34	14	Adult	Male	RCNX1771
reconyx	small	8	C	RH5	C2	475	Kangaroo	SS	20	10	2020	15	34	17	Adult	Male	RCNX1774
reconyx	small	8	C	RH5	C2	476	Kangaroo	SS	20	10	2020	15	44	20	Adult	Unknown	RCNX1777
reconyx	small	8	C	RH5	C2	477	Kangaroo	FR	20	10	2020	16	44	22	Adult	Female	RCNX1786
reconyx	small	8	C	RH5	C2	477	Kangaroo	FR	20	10	2020	17	6	53	Adult	Female	RCNX1789
reconyx	small	8	C	RH5	C2	477	Kangaroo	FR	20	10	2020	17	6	53	Adult	Female	RCNX1789
reconyx	small	8	C	RH5	C2	478	Kangaroo	FR	20	10	2020	16	44	22	Juvenile	Unknown	RCNX1786
reconyx	small	8	C	RH5	C2	478	Kangaroo	FR	20	10	2020	17	6	53	Juvenile	Unknown	RCNX1789
reconyx	small	8	C	RH5	C2	479	Kangaroo	FR	21	10	2020	5	7	56	Adult	Unknown	RCNX1801
reconyx	small	8	C	RH5	C2	480	Whiptail	FR	21	10	2020	5	7	56	Adult	Unknown	RCNX1801
reconyx	small	8	C	RH5	C2	480	Whiptail	FR	21	10	2020	5	9	19	Adult	Unknown	RCNX1804
reconyx	small	8	C	RH5	C2	480	Whiptail	FR	21	10	2020	5	18	20	Adult	Unknown	RCNX1807
reconyx	small	8	C	RH5	C2	480	Whiptail	FR	21	10	2020	5	18	25	Adult	Unknown	RCNX1810
reconyx	small	8	C	RH5	C2	480	Whiptail	FR	21	10	2020	5	22	6	Adult	Unknown	RCNX1813
reconyx	small	8	C	RH5	C2	480	Whiptail	RX	21	10	2020	5	23	57	Adult	Unknown	RCNX1816
reconyx	small	8	C	RH5	C2	481	Kangaroo	FR	21	10	2020	5	9	19	Juvenile	Unknown	RCNX1804
reconyx	small	8	C	RH5	C2	482	Whiptail	FR	21	10	2020	5	9	19	Adult	Unknown	RCNX1804
reconyx	small	8	C	RH5	C2	482	Whiptail	FR	21	10	2020	5	18	20	Adult	Unknown	RCNX1807
reconyx	small	8	C	RH5	C2	482	Whiptail	FR	21	10	2020	5	18	25	Adult	Unknown	RCNX1810
reconyx	small	8	C	RH5	C2	482	Whiptail	FR	21	10	2020	5	22	6	Adult	Unknown	RCNX1813
reconyx	small	8	C	RH5	C2	483	Whiptail	FR	21	10	2020	5	9	19	Adult	Unknown	RCNX1804
reconyx	small	8	C	RH5	C2	483	Whiptail	FR	21	10	2020	5	18	20	Adult	Unknown	RCNX1807
reconyx	small	8	C	RH5	C2	483	Whiptail	FR	21	10	2020	5	18	25	Adult	Unknown	RCNX1810
reconyx	small	8	C	RH5	C2	483	Whiptail	FR	21	10	2020	5	22	6	Adult	Unknown	RCNX1813
reconyx	small	8	C	RH5	C2	484	Kangaroo	FR	21	10	2020	5	18	20	Adult	Unknown	RCNX1807
reconyx	small	8	C	RH5	C2	485	Whiptail	FR	21	10	2020	5	23	57	Juvenile	Unknown	RCNX1816
reconyx	small	8	C	RH5	C2	486	Kangaroo	FR	21	10	2020	5	25	55	Adult	Unknown	RCNX1819
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	15	26	Adult	Male	RCNX1825
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	15	29	Adult	Male	RCNX1828
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	15	45	Adult	Male	RCNX1831
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	15	47	Adult	Male	RCNX1834
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	15	56	Adult	Male	RCNX1837
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	15	58	Adult	Male	RCNX1840
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	16	0	Adult	Male	RCNX1843
reconyx	small	8	C	RH5	C2	487	Kangaroo	FR	21	10	2020	6	16	2	Adult	Male	RCNX1846
reconyx	small	8	C	RH5	C2	488	Kangaroo	FR	21	10	2020	6	26	17	Adult	FWPJ	RCNX1858
reconyx	small	8	C	RH5	C2	489	Kangaroo	SS	21	10	2020	6	26	17	Joey	Unknown	RCNX1858
reconyx	small	8	C	RH5	C2	490	Kangaroo	FR	21	10	2020	6	42	29	Adult	Unknown	RCNX1864
reconyx	small	8	C	RH5	C2	491	Kangaroo	FR	21	10	2020	6	42	29	Adult	Unknown	RCNX1864
reconyx	small	8	C	RH5	C2	492	Whiptail	FR	21	10	2020	17	14	9	Juvenile	Unknown	RCNX1985
reconyx	small	8	C	RH5	C2	493	Whiptail	FR	22	10	2020	18	3	57	Adult	Unknown	RCNX1994
reconyx	small	8	R	RH3	R1	493	Whiptail	FR	22	10	2020	18	5	12	Adult	Unknown	RCNX2050
reconyx	small	8	C	RH5	C2	494	Whiptail	FR	23	10	2020	6	0	9	Adult	Unknown	RCNX1999
reconyx	small	8	C	RH5	C2	494	Whiptail	FR	23	10	2020	6	0	12	Adult	Unknown	RCNX2002
reconyx	small	8	C	RH5	C2	494	Whiptail	FR	23	10	2020	6	0	15	Adult	Unknown	RCNX2005
reconyx	small	8	C	RH5	C2	494	Whiptail	FR	23	10	2020	6	0	21	Adult	Unknown	RCNX2008
reconyx	small	8	C	RH5	C2	494	Whiptail	FR	23	10	2020	6	0	23	Adult	Unknown	RCNX2011
reconyx	small	8	C	RH5	C2	494	Whiptail	FR	23	10	2020	6	0	42	Adult	Unknown	RCNX2014
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	0	9	Adult	Unknown	RCNX1999
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	0	12	Adult	Unknown	RCNX2002
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	0	15	Adult	Unknown	RCNX2005
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	0	21	Adult	Unknown	RCNX2008
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	0	23	Adult	Unknown	RCNX2011
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	1	34	Adult	Unknown	RCNX2020
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	1	46	Adult	Unknown	RCNX2023
reconyx	small	8	C	RH5	C2	495	Kangaroo	SS	23	10	2020	6	1	52	Adult	Unknown	RCNX2026
reconyx	small	8	C	RH5	C2	495	Kangaroo	SS	23	10	2020	6	2	6	Adult	Unknown	RCNX2029
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	2	52	Adult	Unknown	RCNX2032
reconyx	small	8	C	RH5	C2	495	Kangaroo	SS	23	10	2020	6	2	55	Adult	Unknown	RCNX2035
reconyx	small	8	C	RH5	C2	495	Kangaroo	SS	23	10	2020	6	2	57	Adult	Unknown	RCNX2038
reconyx	small	8	C	RH5	C2	495	Kangaroo	SS	23	10	2020	6	3	0	Adult	Unknown	RCNX2041
reconyx	small	8	C	RH5	C2	495	Kangaroo	FR	23	10	2020	6	3	3	Adult	Unknown	RCNX2044
reconyx	small	8	C	RH5	C2	496	Whiptail	RX	23	10	2020	6	0	49	Adult	Unknown	RCNX2017
reconyx	small	8	C	RH5	C2	497	Kangaroo	FR	23	10	2020	7	30	3	Adult	Unknown	RCNX2050
reconyx	small	8	C	RH5	C2	497	Kangaroo	FR	23	10	2020	7	30	6	Adult	Unknown	RCNX2053
reconyx	small	8	C	RH5	C2	497	Kangaroo	FR	23	10	2020	7	30	9	Adult	Unknown	RCNX2056
